loss,accuracy,val_loss,val_accuracy
1.0861276388168335,0.4806250035762787,1.0583618879318237,0.6115288138389587
1.0529838800430298,0.6974999904632568,1.0195603370666504,0.6691729426383972
1.0154659748077393,0.7518749833106995,0.9782283306121826,0.6867167949676514
0.9717464447021484,0.7806249856948853,0.93559330701828,0.6942355632781982
0.9230350255966187,0.7950000166893005,0.8930362462997437,0.7017543911933899
0.8715278506278992,0.8162500262260437,0.8524972200393677,0.7067669034004211
0.8176661729812622,0.8331249952316284,0.8144523501396179,0.719298243522644
0.7636078596115112,0.846875011920929,0.7793768048286438,0.7243107557296753
0.7200714349746704,0.8537499904632568,0.7476839423179626,0.7318295836448669
0.6725837588310242,0.8650000095367432,0.7186332941055298,0.756892204284668
0.6268598437309265,0.8774999976158142,0.6921879053115845,0.7669172883033752
0.5831578969955444,0.8862500190734863,0.6683464050292969,0.7719298005104065
0.5436090230941772,0.893750011920929,0.6464205384254456,0.7894737124443054
0.5057651996612549,0.9024999737739563,0.6267228126525879,0.8045112490653992
0.47339943051338196,0.9068750143051147,0.608526885509491,0.8095238208770752
0.44601431488990784,0.9018750190734863,0.592174768447876,0.8170425891876221
0.4163222014904022,0.9125000238418579,0.5774304270744324,0.8220551609992981
0.3908219635486603,0.9212499856948853,0.563266932964325,0.8270676732063293
0.3586493730545044,0.9268749952316284,0.550144374370575,0.8195488452911377
0.3422356843948364,0.9331250190734863,0.5384558439254761,0.8145363330841064
0.32141008973121643,0.940625011920929,0.527637243270874,0.8120300769805908
0.2993464767932892,0.9456250071525574,0.5175880789756775,0.8145363330841064
0.28630390763282776,0.9468749761581421,0.5081834197044373,0.8170425891876221
0.2650597095489502,0.9524999856948853,0.5005269646644592,0.8170425891876221
0.2500685751438141,0.956250011920929,0.493304044008255,0.8220551609992981
0.2406575083732605,0.9599999785423279,0.48632335662841797,0.8195488452911377
0.22235193848609924,0.9662500023841858,0.4803994596004486,0.8170425891876221
0.2132231593132019,0.9649999737739563,0.47363704442977905,0.8195488452911377
0.19885219633579254,0.9706249833106995,0.46859848499298096,0.8170425891876221
0.19055120646953583,0.9731249809265137,0.4629950225353241,0.8195488452911377
0.17874032258987427,0.9756249785423279,0.45814111828804016,0.8170425891876221
0.17076097428798676,0.9768750071525574,0.4544611871242523,0.8145363330841064
0.16095729172229767,0.9775000214576721,0.4508002996444702,0.8145363330841064
0.15316526591777802,0.9800000190734863,0.4452019929885864,0.8195488452911377
0.146041139960289,0.981249988079071,0.4419374465942383,0.8145363330841064
0.14191563427448273,0.9837499856948853,0.43814021348953247,0.8170425891876221
0.13227738440036774,0.9856250286102295,0.43472424149513245,0.8195488452911377
0.12737777829170227,0.984375,0.43140366673469543,0.8220551609992981
0.1220986619591713,0.9862499833106995,0.42820510268211365,0.8245614171028137
0.11807826161384583,0.9881250262260437,0.4273490309715271,0.8220551609992981
0.11043750494718552,0.9887499809265137,0.42574992775917053,0.8220551609992981
0.10702740401029587,0.9912499785423279,0.4233737587928772,0.8245614171028137
0.10188811272382736,0.9925000071525574,0.4217416048049927,0.8270676732063293
0.10046430677175522,0.987500011920929,0.41938966512680054,0.8320801854133606
0.09228688478469849,0.9918749928474426,0.41768279671669006,0.8320801854133606
0.08940985053777695,0.9918749928474426,0.4160829186439514,0.8320801854133606
0.08593258261680603,0.9937499761581421,0.4150649607181549,0.8320801854133606
0.08654417842626572,0.9931250214576721,0.41300109028816223,0.8320801854133606
0.08077695965766907,0.9931250214576721,0.41094663739204407,0.8320801854133606
0.07781770825386047,0.9950000047683716,0.41066354513168335,0.8345864415168762
0.076002337038517,0.9925000071525574,0.4097368121147156,0.8345864415168762
0.07391930371522903,0.9962499737739563,0.4089624285697937,0.8345864415168762
0.06760545074939728,0.9943749904632568,0.4097401797771454,0.8370927572250366
0.06546815484762192,0.9956250190734863,0.40953415632247925,0.8370927572250366
0.06480631977319717,0.9956250190734863,0.4089478552341461,0.8370927572250366
0.06327861547470093,0.9962499737739563,0.40768030285835266,0.8370927572250366
0.06304822117090225,0.9975000023841858,0.4076877534389496,0.8370927572250366
0.05963437259197235,0.996874988079071,0.40761882066726685,0.8320801854133606
0.05776093900203705,0.996874988079071,0.4062877893447876,0.8345864415168762
0.05412411689758301,0.996874988079071,0.4058423638343811,0.8370927572250366
0.05237393081188202,0.996874988079071,0.40578559041023254,0.8345864415168762
0.051917605102062225,0.9962499737739563,0.4047665596008301,0.8395990133285522
0.048038188368082047,0.9975000023841858,0.40450578927993774,0.8395990133285522
0.048981498926877975,0.9981250166893005,0.4051635265350342,0.8421052694320679
0.04725067317485809,0.9987499713897705,0.40535157918930054,0.8395990133285522
0.04431207478046417,0.9981250166893005,0.40464863181114197,0.8395990133285522
0.04576459527015686,0.9975000023841858,0.4045483469963074,0.8421052694320679
0.04210688918828964,0.9975000023841858,0.4044596254825592,0.8421052694320679
0.04248083755373955,0.9981250166893005,0.4051452875137329,0.8421052694320679
0.04149438068270683,0.9975000023841858,0.405724436044693,0.8446115255355835
0.04213041812181473,0.9975000023841858,0.405276358127594,0.8446115255355835
0.04016510024666786,0.9987499713897705,0.40407127141952515,0.8446115255355835
0.0384737104177475,0.996874988079071,0.402288556098938,0.8446115255355835
0.037168361246585846,0.9981250166893005,0.4023626744747162,0.8446115255355835
0.03760785609483719,0.9987499713897705,0.40316474437713623,0.8471177816390991
0.03581349551677704,0.9981250166893005,0.4040091037750244,0.8471177816390991
0.036756400018930435,0.9981250166893005,0.40356332063674927,0.8446115255355835
0.035170022398233414,0.9981250166893005,0.4036771059036255,0.8446115255355835
0.03314720094203949,0.9981250166893005,0.4038704037666321,0.8446115255355835
0.03305113688111305,0.9981250166893005,0.4039781987667084,0.8446115255355835
0.03152335807681084,0.9987499713897705,0.40458351373672485,0.8471177816390991
0.03162305802106857,0.9987499713897705,0.40554794669151306,0.8471177816390991
0.030302198603749275,0.9981250166893005,0.40762272477149963,0.8471177816390991
0.028859930112957954,0.9981250166893005,0.4078872501850128,0.8471177816390991
0.02946258708834648,0.9987499713897705,0.40753358602523804,0.8496240377426147
0.029142828658223152,0.9981250166893005,0.40743064880371094,0.8521303534507751
0.026942243799567223,0.9987499713897705,0.40752243995666504,0.8496240377426147
0.027252385392785072,0.9987499713897705,0.4076804518699646,0.8496240377426147
0.025742655619978905,0.9987499713897705,0.408249169588089,0.8496240377426147
0.02497454732656479,0.9987499713897705,0.4091878831386566,0.8496240377426147
0.02373622916638851,0.9987499713897705,0.40905919671058655,0.8521303534507751
0.024631701409816742,0.9993749856948853,0.4085562527179718,0.8546366095542908
0.024844251573085785,0.9981250166893005,0.4090234637260437,0.8546366095542908
0.023965511471033096,0.9987499713897705,0.40913864970207214,0.8521303534507751
0.023355966433882713,0.9987499713897705,0.40926679968833923,0.8521303534507751
0.02432236261665821,0.9987499713897705,0.40896138548851013,0.8546366095542908
0.02226414531469345,0.9987499713897705,0.407767117023468,0.8546366095542908
0.021160485222935677,0.9993749856948853,0.4086059331893921,0.8546366095542908
0.02278459258377552,0.9987499713897705,0.41083142161369324,0.8546366095542908
0.021392561495304108,0.9993749856948853,0.4103361666202545,0.8546366095542908
