loss,accuracy,val_loss,val_accuracy
1.0877608060836792,0.5106250047683716,1.078750491142273,0.5739348530769348
1.0527622699737549,0.7706249952316284,1.0517635345458984,0.6340852379798889
1.0122809410095215,0.8137500286102295,1.021024465560913,0.6691729426383972
0.9643170237541199,0.8412500023841858,0.9866024851799011,0.689223051071167
0.9090912342071533,0.8481249809265137,0.9494548439979553,0.7117794752120972
0.8487375378608704,0.8568750023841858,0.9112926125526428,0.7368420958518982
0.7871944308280945,0.8650000095367432,0.8728867173194885,0.7443609237670898
0.7269537448883057,0.8668749928474426,0.8358141183853149,0.7593985199928284
0.6658125519752502,0.878125011920929,0.8009025454521179,0.7794486284255981
0.6099848747253418,0.887499988079071,0.7683428525924683,0.7994987368583679
0.5547592043876648,0.9006249904632568,0.7386431097984314,0.8145363330841064
0.5049586296081543,0.9075000286102295,0.7115602493286133,0.8170425891876221
0.4619121253490448,0.9237499833106995,0.6873524785041809,0.829573929309845
0.4187999963760376,0.9331250190734863,0.6656694412231445,0.8320801854133606
0.3842463195323944,0.9443749785423279,0.6461537480354309,0.8320801854133606
0.3517884910106659,0.9512500166893005,0.6286733150482178,0.8345864415168762
0.3184090554714203,0.9581249952316284,0.6130855083465576,0.8421052694320679
0.29125547409057617,0.9599999785423279,0.5990533828735352,0.8395990133285522
0.27239441871643066,0.9662500023841858,0.5862650871276855,0.8395990133285522
0.2501586079597473,0.971875011920929,0.5746791362762451,0.8421052694320679
0.226392924785614,0.9737499952316284,0.5641555190086365,0.8395990133285522
0.215255007147789,0.9706249833106995,0.5549113154411316,0.8421052694320679
0.1995137631893158,0.9781249761581421,0.5463641285896301,0.8421052694320679
0.18523728847503662,0.9768750071525574,0.5383943915367126,0.8421052694320679
0.16999252140522003,0.9806249737739563,0.5311466455459595,0.8446115255355835
0.15804655849933624,0.9818750023841858,0.525183916091919,0.8446115255355835
0.14545801281929016,0.9868749976158142,0.5194724202156067,0.8446115255355835
0.1385136842727661,0.9831249713897705,0.513866126537323,0.8446115255355835
0.13374388217926025,0.9856250286102295,0.5088096857070923,0.8446115255355835
0.1249222680926323,0.9881250262260437,0.5043027997016907,0.8471177816390991
0.11603979021310806,0.9906250238418579,0.500530481338501,0.8471177816390991
0.10965503007173538,0.9918749928474426,0.4968695640563965,0.8471177816390991
0.10192673653364182,0.9925000071525574,0.4931938648223877,0.8446115255355835
0.09768718481063843,0.9931250214576721,0.4896628260612488,0.8421052694320679
0.09308750182390213,0.9918749928474426,0.4864495098590851,0.8421052694320679
0.08769204467535019,0.9950000047683716,0.48346489667892456,0.8421052694320679
0.08210191875696182,0.9950000047683716,0.4807193875312805,0.8421052694320679
0.07992234081029892,0.9943749904632568,0.47835779190063477,0.8421052694320679
0.07440314441919327,0.9937499761581421,0.4757067859172821,0.8421052694320679
0.07338360697031021,0.9943749904632568,0.4736172556877136,0.8421052694320679
0.0707249864935875,0.9956250190734863,0.4717172086238861,0.8421052694320679
0.0659988671541214,0.996874988079071,0.46998289227485657,0.8471177816390991
0.0650561973452568,0.996874988079071,0.46802058815956116,0.8471177816390991
0.06077521666884422,0.9975000023841858,0.46663373708724976,0.8496240377426147
0.057742491364479065,0.9981250166893005,0.46472853422164917,0.8496240377426147
0.054710663855075836,0.9987499713897705,0.46326524019241333,0.8496240377426147
0.05328008532524109,0.996874988079071,0.462076872587204,0.8496240377426147
0.05026199296116829,0.9975000023841858,0.46087971329689026,0.8496240377426147
0.049410630017519,0.9975000023841858,0.4594866931438446,0.8521303534507751
0.04665371775627136,0.9987499713897705,0.45830991864204407,0.8571428656578064
0.045150209218263626,0.9981250166893005,0.457209050655365,0.8546366095542908
0.04534246772527695,0.9975000023841858,0.4561239182949066,0.8521303534507751
0.04117295891046524,0.9987499713897705,0.45539137721061707,0.8521303534507751
0.04186609387397766,0.9981250166893005,0.4543871283531189,0.8521303534507751
0.04193803668022156,0.9987499713897705,0.4528063237667084,0.8546366095542908
0.03937055915594101,0.9987499713897705,0.45182865858078003,0.859649121761322
0.036828454583883286,0.9981250166893005,0.45107871294021606,0.8571428656578064
0.038010403513908386,0.9987499713897705,0.4504000246524811,0.8571428656578064
